FeatureFamily,FeatureVariant,Dataset,Model,TrainingTime,train_silhouette_score,train_calinski_harabasz_score,train_davies_bouldin_score,train_adjusted_rand_score,train_normalized_mutual_info_score,train_v_measure_score,train_homogeneity_score,train_completeness_score,train_f1_score,data_pts,time_sec,energy_kwh,throughput,time_per_sample,energy_per_sample
WE-XLM-R-T,mean,arabic,KMeans,5.219762628898025,0.0802631080150604,3925.417800971234,2.618845112885281,0.2658617831745511,0.4352792351041936,0.4352792351041936,0.3850175792366196,0.5006338818597312,0.4657597797512625,700,4.959797620773315,9.310702212378022e-06,141.13479087698306,0.007085425172533308,1.3301003160540031e-08
WE-XLM-R-T,mean,arabic,KMeans++,12.730930473655462,0.0600900873541832,2844.828896719692,2.5033604699981216,0.4305488233713629,0.5558763485800035,0.5558763485800033,0.5667335682452834,0.5454273044650523,0.6424623593763422,700,4.018616199493408,8.03804698335158e-06,174.18931424410295,0.0057408802849905835,1.1482924261930827e-08
WE-XLM-R-T,mmm,arabic,KMeans,61.2403374677524,0.0959764644503593,3374.3343348520293,2.9688335721572328,0.090179518923033,0.1921453661824483,0.1921453661824483,0.1495527830315571,0.2686595041077243,0.237718872162308,700,8.225346088409424,1.5721864793617143e-05,85.10280205551356,0.011750494412013462,2.245980684802449e-08
WE-XLM-R-T,mmm,arabic,KMeans++,67.75538972206414,0.0223060976713895,1940.8113783321423,3.577437292476319,0.2016016370112666,0.3179216578824124,0.3179216578824124,0.3049973813089214,0.3319897366221411,0.405842174310753,700,8.173139572143555,1.5751127610311175e-05,85.64640231837032,0.011675913674490793,2.2501610871873108e-08
WE-XLM-R-T,tfidfw,arabic,KMeans,54.051364061422646,0.1047593504190445,4973.080653815844,2.064666078032267,0.1994073983353034,0.3270105100226961,0.3270105100226961,0.3009813286747943,0.3579679546209768,0.3689272461896274,700,4.5383031368255615,8.798395084661467e-06,154.24267152185737,0.006483290195465088,1.2569135835230666e-08
WE-XLM-R-T,tfidfw,arabic,KMeans++,49.7388925338164,0.07343640178442,2619.4599474846978,2.4459616586143333,0.2666907009226058,0.4417248076976939,0.4417248076976939,0.5179449560392784,0.3850598670597555,0.4777152137739893,700,4.58850359916687,8.926625480619512e-06,152.55518163418208,0.006555005141666958,1.2752322115170731e-08
WE-XLM-R-T,sif,arabic,KMeans,75.30834529548883,0.048376977443695,1930.8227167933835,3.310143365180609,0.3794947937645246,0.5041780729795462,0.5041780729795461,0.4663524520135729,0.5486813509685987,0.565141986956279,700,4.527630567550659,9.17252437122915e-06,154.6062536587837,0.0064680436679295135,1.3103606244613071e-08
WE-XLM-R-T,sif,arabic,KMeans++,67.51808904763311,0.0403332933783531,1511.972245477716,3.2507483275263005,0.5198306861713617,0.6061571258773248,0.606157125877325,0.6237976352723642,0.5894868973248065,0.7081815654229501,700,4.575627326965332,9.32892969180139e-06,152.98448714883804,0.006536610467093332,1.332704241685913e-08
WE-XLM-R-T,borep,arabic,KMeans,86.14568922296166,0.0388521254062652,1990.9636970552544,3.4460664863999995,0.2839067157856978,0.4214416489574951,0.4214416489574951,0.4266977594207278,0.4163134535293059,0.5268145423916683,700,12.359861135482788,4.132026967487474e-05,56.63494050029692,0.017656944479261125,5.9028956678392484e-08
WE-XLM-R-T,borep,arabic,KMeans++,279.3459124919027,0.0326185636222362,1255.5605942086652,3.4855015345037588,0.308144857912952,0.4913661585092871,0.491366158509287,0.575245815424663,0.4288353862585033,0.4463579540697908,700,12.610072612762451,4.151248965401883e-05,55.51117915780606,0.018014389446803503,5.9303556648598324e-08
