FeatureFamily,FeatureVariant,Dataset,Model,TrainingTime,train_silhouette_score,train_calinski_harabasz_score,train_davies_bouldin_score,train_adjusted_rand_score,train_normalized_mutual_info_score,train_v_measure_score,train_homogeneity_score,train_completeness_score,train_f1_score,data_pts,time_sec,energy_kwh,throughput,time_per_sample,energy_per_sample
fasttext,mean,arabic,KMeans,1.5999218989163635,0.0782357454299926,2345.89317179135,2.309867248269316,0.4646135352368771,0.6022969481167074,0.6022969481167074,0.6817819238345061,0.5394102544694271,0.6356691499691937,700,400.9393208026886,0.0007792276013681,1.7459000992932943,0.5727704582895552,1.1131822876687143e-06
fasttext,mean,arabic,KMeans++,8.466028566472232,0.0906796157360076,3209.1999321515623,2.3507287696980104,0.3748850112158811,0.5062798549879626,0.5062798549879625,0.4974207212670045,0.5154602757371539,0.603446531628761,700,400.6476204395294,0.0007781315088153,1.7471712404832627,0.572353743485042,1.1116164411647141e-06
fasttext,mmm,arabic,KMeans,2.5251656509935856,0.0499606393277645,1978.0965571177749,3.1965098677921397,0.2079601982343509,0.3534826895844833,0.3534826895844833,0.3567075070940391,0.3503156576488206,0.5020657110976833,700,401.1488673686981,0.0007794003994351,1.7449881002820486,0.5730698105267116,1.113429142050143e-06
fasttext,mmm,arabic,KMeans++,58.23698149062693,0.0541286431252956,2155.791667516827,3.090081653510441,0.2048158175575425,0.3651980556387619,0.3651980556387619,0.3521791827501077,0.3792164030906997,0.4878037507553003,700,400.4867177009583,0.0007776815094856,1.7478731979388313,0.5721238824299404,1.1109735849794286e-06
fasttext,tfidfw,arabic,KMeans,9.29771481268108,0.0857191309332847,2708.7691552450287,2.5013156015165023,0.4128966870859438,0.554576550313247,0.5545765503132469,0.5469621204191475,0.562405978968371,0.6709461790365135,700,402.641590833664,0.0007820103536677,1.7385188612797287,0.57520227261952,1.1171576480967144e-06
fasttext,tfidfw,arabic,KMeans++,36.08041902631521,0.0856288447976112,2708.7694288960697,2.501903571438227,0.412792977536858,0.5545124653229214,0.5545124653229214,0.5469375661398285,0.5623001307990831,0.6682799194277367,700,402.4113004207611,0.0007816632991139,1.7395137742605147,0.574873286315373,1.116661855877e-06
fasttext,sif,arabic,KMeans,64.29910644516349,0.0625516325235366,1979.4167871247475,2.748759918242089,0.5015208472573751,0.6022979075416944,0.6022979075416943,0.620427802149425,0.5851974988524851,0.6994065652519245,700,401.59907937049866,0.0007799170822651,1.743031884179717,0.5737129705292838,1.1141672603787142e-06
fasttext,sif,arabic,KMeans++,33.075420149602,0.0605770014226436,2159.335895400532,2.9505571720193973,0.4970751043537328,0.5909107443382261,0.5909107443382261,0.5830899494357926,0.598944186946256,0.7386391710763588,700,402.5791084766388,0.0007832734479156,1.7387886883867452,0.575113012109484,1.1189620684508573e-06
fasttext,borep,arabic,KMeans,181.16788435261697,0.048515435308218,1836.264965379515,2.769772842965989,0.2379894049204486,0.3798828059316443,0.3798828059316443,0.402887212226437,0.3593635516612722,0.5332727567226994,700,429.51238083839417,0.0009105209566083,1.629755115867959,0.6135891154834202,1.3007442237261428e-06
fasttext,borep,arabic,KMeans++,241.91012552939355,0.0521559864282608,1448.516149544956,2.8490259125132744,0.2730299354978963,0.4530282379014459,0.4530282379014458,0.5257816897343348,0.3979615161734626,0.4999773895763184,700,430.45231103897095,0.0009142830190942,1.6261964032912941,0.6149318729128156,1.306118598706e-06
