embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date,mdata
XLM-R-T,merged,2,LightGBM,reg,mean,3600,5.491940498352051,1.0257114204088847e-05,2025-08-27 05:04:31.921052,2881/3600
XLM-R-T,merged,2,LightGBM,reg,mmm,3600,7.386061906814575,1.3945295216838518e-05,2025-08-27 05:04:39.319205,2986/3600
XLM-R-T,merged,2,LightGBM,reg,tfidfw,3600,5.527164697647095,1.071103105462922e-05,2025-08-27 05:04:44.857647,2925/3600
XLM-R-T,merged,2,LightGBM,reg,sif,3600,5.647940635681152,1.1785055685308242e-05,2025-08-27 05:04:50.516846,2795/3600
XLM-R-T,merged,2,LightGBM,reg,borep,3600,11.651495695114136,3.775202297092688e-05,2025-08-27 05:05:02.179379,3021/3600
mBERT-T,merged,2,LightGBM,reg,mean,3600,3.529283046722412,6.756616321669684e-06,2025-08-27 05:05:05.720544,2878/3600
mBERT-T,merged,2,LightGBM,reg,mmm,3600,6.844098091125488,1.3076029630766975e-05,2025-08-27 05:05:12.575951,2953/3600
mBERT-T,merged,2,LightGBM,reg,tfidfw,3600,3.737166404724121,7.295433269518394e-06,2025-08-27 05:05:16.325036,2733/3600
mBERT-T,merged,2,LightGBM,reg,sif,3600,3.7752513885498047,8.31009733888838e-06,2025-08-27 05:05:20.111332,2698/3600
mBERT-T,merged,2,LightGBM,reg,borep,3600,11.372509002685547,3.925698208664403e-05,2025-08-27 05:05:31.495268,3038/3600
mT5-T,merged,2,LightGBM,reg,mean,3600,5.337750434875488,1.0210820040225981e-05,2025-08-27 05:05:36.843802,2948/3600
mT5-T,merged,2,LightGBM,reg,mmm,3600,7.748392581939697,1.469242821965899e-05,2025-08-27 05:05:44.603106,3021/3600
mT5-T,merged,2,LightGBM,reg,tfidfw,3600,5.4942779541015625,1.0634785455491809e-05,2025-08-27 05:05:50.108209,2850/3600
mT5-T,merged,2,LightGBM,reg,sif,3600,5.38331151008606,1.1440135104656221e-05,2025-08-27 05:05:55.502435,2489/3600
mT5-T,merged,2,LightGBM,reg,borep,3600,12.125601291656494,3.8900444643795494e-05,2025-08-27 05:06:07.638573,3018/3600
XGLM-T,merged,2,LightGBM,reg,mean,3600,7.992248058319092,1.505079856569805e-05,2025-08-27 05:06:15.641852,2888/3600
XGLM-T,merged,2,LightGBM,reg,mmm,3600,10.67357087135315,2.042891815969017e-05,2025-08-27 05:06:26.326746,3013/3600
XGLM-T,merged,2,LightGBM,reg,tfidfw,3600,7.6986095905303955,1.4933775103726083e-05,2025-08-27 05:06:34.028405,2958/3600
XGLM-T,merged,2,LightGBM,reg,sif,3600,7.603190898895264,1.616311665256818e-05,2025-08-27 05:06:41.642909,2753/3600
XGLM-T,merged,2,LightGBM,reg,borep,3600,16.6113543510437,5.257782043673926e-05,2025-08-27 05:06:58.265241,2981/3600
mDeBERTa-T,merged,2,LightGBM,reg,mean,3600,5.228740692138672,9.730105456882052e-06,2025-08-27 05:07:03.504967,2835/3600
mDeBERTa-T,merged,2,LightGBM,reg,mmm,3600,7.7251973152160645,1.4897675155855361e-05,2025-08-27 05:07:11.240960,2985/3600
mDeBERTa-T,merged,2,LightGBM,reg,tfidfw,3600,5.536701440811157,1.0578483291718695e-05,2025-08-27 05:07:16.788809,2822/3600
mDeBERTa-T,merged,2,LightGBM,reg,sif,3600,5.463453054428101,1.1696342414021494e-05,2025-08-27 05:07:22.262607,2638/3600
mDeBERTa-T,merged,2,LightGBM,reg,borep,3600,12.689817667007446,4.077720159487591e-05,2025-08-27 05:07:34.963163,2986/3600
MPNet-S,merged,2,LightGBM,reg,mean,3600,5.521765232086182,1.0350242162810432e-05,2025-08-27 05:07:40.495626,2970/3600
MPNet-S,merged,2,LightGBM,reg,mmm,3600,7.378207206726074,1.4336266503069136e-05,2025-08-27 05:07:47.885220,2976/3600
MPNet-S,merged,2,LightGBM,reg,tfidfw,3600,5.474178791046143,1.0546005440950393e-05,2025-08-27 05:07:53.370663,2853/3600
MPNet-S,merged,2,LightGBM,reg,sif,3600,5.426664352416992,1.156844247394138e-05,2025-08-27 05:07:58.800349,2811/3600
MPNet-S,merged,2,LightGBM,reg,borep,3600,11.634902477264404,3.7603358423047595e-05,2025-08-27 05:08:10.446482,3045/3600
BGE-M3-S,merged,2,LightGBM,reg,mean,3600,5.872000694274902,1.1033489304542541e-05,2025-08-27 05:08:16.329709,3006/3600
BGE-M3-S,merged,2,LightGBM,reg,mmm,3600,8.897242307662964,1.687448504615161e-05,2025-08-27 05:08:25.237930,2986/3600
BGE-M3-S,merged,2,LightGBM,reg,tfidfw,3600,5.89205527305603,1.1284267857114473e-05,2025-08-27 05:08:31.140914,2954/3600
BGE-M3-S,merged,2,LightGBM,reg,sif,3600,5.773104667663574,1.2216210204813215e-05,2025-08-27 05:08:36.924744,2860/3600
BGE-M3-S,merged,2,LightGBM,reg,borep,3600,14.550755500793457,4.777295962267452e-05,2025-08-27 05:08:51.486604,2968/3600
MiniLM-S,merged,2,LightGBM,reg,mean,3600,4.679986238479614,8.92837374607722e-06,2025-08-27 05:08:56.178069,2895/3600
MiniLM-S,merged,2,LightGBM,reg,mmm,3600,5.853802680969238,1.1092305657916598e-05,2025-08-27 05:09:02.042701,2929/3600
MiniLM-S,merged,2,LightGBM,reg,tfidfw,3600,5.123566627502441,9.823869723055097e-06,2025-08-27 05:09:07.177367,2802/3600
MiniLM-S,merged,2,LightGBM,reg,sif,3600,5.0604634284973145,9.63484123100175e-06,2025-08-27 05:09:12.248655,2646/3600
MiniLM-S,merged,2,LightGBM,reg,borep,3600,8.851386547088623,2.604059481764833e-05,2025-08-27 05:09:21.112659,3019/3600
mE5-S,merged,2,LightGBM,reg,mean,3600,4.705729961395264,8.844811606605847e-06,2025-08-27 05:09:25.829491,2915/3600
mE5-S,merged,2,LightGBM,reg,mmm,3600,5.737222671508789,1.0935783881081476e-05,2025-08-27 05:09:31.577709,2985/3600
mE5-S,merged,2,LightGBM,reg,tfidfw,3600,5.102624177932739,9.876412575509814e-06,2025-08-27 05:09:36.691054,2871/3600
mE5-S,merged,2,LightGBM,reg,sif,3600,4.890888690948486,9.45571813583374e-06,2025-08-27 05:09:41.592891,2696/3600
mE5-S,merged,2,LightGBM,reg,borep,3600,8.363848447799683,2.4818849034632247e-05,2025-08-27 05:09:49.967828,3039/3600
XLM-R-T,merged,2,LogisticRegression,reg,mean,3600,4.296617746353149,1.0173137643188238e-05,2025-08-27 05:09:54.266726,2877/3600
XLM-R-T,merged,2,LogisticRegression,reg,mmm,3600,7.076166868209839,1.5601824743312502e-05,2025-08-27 05:10:01.345491,2939/3600
XLM-R-T,merged,2,LogisticRegression,reg,tfidfw,3600,5.383139371871948,1.2496658988502291e-05,2025-08-27 05:10:06.731463,2831/3600
