embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date
mE5-S,merged,2,LightGBM,reg,sif,1800,3.4369821548461914,6.8154083174246324e-06,2025-08-25 09:53:57.831771
mE5-S,merged,2,LightGBM,reg,borep,1800,4.851612091064453,1.3988477945062849e-05,2025-08-25 09:54:02.693732
XLM-R-T,merged,2,LogisticRegression,reg,mean,1800,2.7682793140411377,6.359352757533391e-06,2025-08-25 09:54:05.464317
XLM-R-T,merged,2,LogisticRegression,reg,mmm,1800,4.140408039093018,9.254099495708943e-06,2025-08-25 09:54:09.606810
XLM-R-T,merged,2,LogisticRegression,reg,tfidfw,1800,3.5729851722717285,8.137473729848862e-06,2025-08-25 09:54:13.181551
XLM-R-T,merged,2,LogisticRegression,reg,sif,1800,3.5326647758483887,8.085550055018177e-06,2025-08-25 09:54:16.716408
XLM-R-T,merged,2,LogisticRegression,reg,borep,1800,6.256061315536499,1.9741349040137396e-05,2025-08-25 09:54:22.974467
mBERT-T,merged,2,LogisticRegression,reg,mean,1800,1.5293400287628174,3.849688705735736e-06,2025-08-25 09:54:24.505892
mBERT-T,merged,2,LogisticRegression,reg,mmm,1800,3.3259098529815674,7.683775624235471e-06,2025-08-25 09:54:27.833903
mBERT-T,merged,2,LogisticRegression,reg,tfidfw,1800,2.1056127548217773,5.122195472319921e-06,2025-08-25 09:54:29.941591
mBERT-T,merged,2,LogisticRegression,reg,sif,1800,2.072628974914551,5.123999410205418e-06,2025-08-25 09:54:32.016372
mBERT-T,merged,2,LogisticRegression,reg,borep,1800,5.514978885650635,1.9231956925127238e-05,2025-08-25 09:54:37.533587
mT5-T,merged,2,LogisticRegression,reg,mean,1800,2.583026170730591,6.239801970488496e-06,2025-08-25 09:54:40.118639
mT5-T,merged,2,LogisticRegression,reg,mmm,1800,4.1620728969573975,9.197024970915582e-06,2025-08-25 09:54:44.282491
mT5-T,merged,2,LogisticRegression,reg,tfidfw,1800,3.5189852714538574,7.997545693318049e-06,2025-08-25 09:54:47.803875
mT5-T,merged,2,LogisticRegression,reg,sif,1800,3.527643918991089,8.070465365780725e-06,2025-08-25 09:54:51.334004
mT5-T,merged,2,LogisticRegression,reg,borep,1800,6.300179481506348,2.033032917684979e-05,2025-08-25 09:54:57.636037
XGLM-T,merged,2,LogisticRegression,reg,mean,1800,3.743319272994995,8.606168291524603e-06,2025-08-25 09:55:01.381318
XGLM-T,merged,2,LogisticRegression,reg,mmm,1800,5.596229791641235,1.2192008404400612e-05,2025-08-25 09:55:06.979661
XGLM-T,merged,2,LogisticRegression,reg,tfidfw,1800,4.539908170700073,1.0073551796542273e-05,2025-08-25 09:55:11.521640
XGLM-T,merged,2,LogisticRegression,reg,sif,1800,4.5099310874938965,1.0385682277248966e-05,2025-08-25 09:55:16.033648
XGLM-T,merged,2,LogisticRegression,reg,borep,1800,8.274740934371948,2.673028639195694e-05,2025-08-25 09:55:24.310114
mDeBERTa-T,merged,2,LogisticRegression,reg,mean,1800,2.549403190612793,6.0867001175880425e-06,2025-08-25 09:55:26.861663
mDeBERTa-T,merged,2,LogisticRegression,reg,mmm,1800,4.11834979057312,9.16990620382958e-06,2025-08-25 09:55:30.981984
mDeBERTa-T,merged,2,LogisticRegression,reg,tfidfw,1800,3.5721843242645264,8.064867627642774e-06,2025-08-25 09:55:34.556295
mDeBERTa-T,merged,2,LogisticRegression,reg,sif,1800,3.460007667541504,7.98076398204874e-06,2025-08-25 09:55:38.017937
mDeBERTa-T,merged,2,LogisticRegression,reg,borep,1800,6.342204332351685,2.0776004358728726e-05,2025-08-25 09:55:44.362369
MPNet-S,merged,2,LogisticRegression,reg,mean,1800,2.683858871459961,6.271283562978108e-06,2025-08-25 09:55:47.048190
MPNet-S,merged,2,LogisticRegression,reg,mmm,1800,4.03813624382019,8.93437643945217e-06,2025-08-25 09:55:51.087958
MPNet-S,merged,2,LogisticRegression,reg,tfidfw,1800,3.582068920135498,8.090832336831975e-06,2025-08-25 09:55:54.672025
MPNet-S,merged,2,LogisticRegression,reg,sif,1800,3.4994375705718994,8.035745532424361e-06,2025-08-25 09:55:58.173422
MPNet-S,merged,2,LogisticRegression,reg,borep,1800,6.381832838058472,2.0594115477369894e-05,2025-08-25 09:56:04.557237
BGE-M3-S,merged,2,LogisticRegression,reg,mean,1800,2.7116878032684326,6.382258543637063e-06,2025-08-25 09:56:07.271519
BGE-M3-S,merged,2,LogisticRegression,reg,mmm,1800,4.629551887512207,1.0151578500005935e-05,2025-08-25 09:56:11.904108
BGE-M3-S,merged,2,LogisticRegression,reg,tfidfw,1800,3.6135025024414062,8.185252335159866e-06,2025-08-25 09:56:15.519934
