embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date
mBERT-T,merged,2,LightGBM,reg,mean,1800,31.93756890296936,0.00013355570144311073,2025-08-25 19:43:00.588612
mBERT-T,merged,2,LightGBM,reg,mmm,1800,29.882635593414307,0.00012934715990537885,2025-08-25 19:43:30.472588
mT5-T,merged,2,LightGBM,reg,mean,1800,48.85976457595825,0.0001868526898381031,2025-08-25 19:50:38.402268,1474/1800
mT5-T,merged,2,LightGBM,reg,mmm,1800,48.54472517967224,0.00018672132968501084,2025-08-25 19:51:26.948801,1470/1800
XGLM-T,merged,2,LightGBM,reg,mean,1800,81.18728446960449,0.0003591733921944102,2025-08-25 19:52:48.138175,1559/1800
XGLM-T,merged,2,LightGBM,reg,mmm,1800,80.28084802627563,0.000359262158265377,2025-08-25 19:54:08.420786,1576/1800
mDeBERTa-T,merged,2,LightGBM,reg,mean,1800,47.44535493850708,0.00021560604982741338,2025-08-25 19:54:55.868240,1348/1800
mDeBERTa-T,merged,2,LightGBM,reg,mmm,1800,46.972843647003174,0.00021460065540618366,2025-08-25 19:55:42.843045,1367/1800
XLM-R-T,merged,2,LightGBM,reg,mean,1800,30.44388461112976,0.00011973156985826624,2025-08-25 19:56:13.289196,1499/1800
XLM-R-T,merged,2,LightGBM,reg,mmm,1800,30.967750549316406,0.00012171616288820904,2025-08-25 19:56:44.258878,1506/1800
BGE-M3-S,merged,2,LightGBM,reg,mean,1800,109.63347673416138,0.00043945372278311376,2025-08-25 19:58:33.895699,1611/1800
BGE-M3-S,merged,2,LightGBM,reg,mmm,1800,112.13731718063354,0.0004424454179067285,2025-08-25 20:00:26.044296,1616/1800
MiniLM-S,merged,2,LightGBM,reg,mean,1800,60.43972659111023,0.00012955003562610347,2025-08-25 20:01:26.487251,1501/1800
MiniLM-S,merged,2,LightGBM,reg,mmm,1800,62.429086208343506,0.00013034715600735501,2025-08-25 20:02:28.919291,1519/1800
mE5-S,merged,2,LightGBM,reg,mean,1800,53.397301197052,0.00011817595168698508,2025-08-25 20:03:22.319931,1563/1800
mE5-S,merged,2,LightGBM,reg,mmm,1800,57.18791484832764,0.00012305188314723118,2025-08-25 20:04:19.510836,1562/1800
MPNet-S,merged,2,LightGBM,reg,mean,1800,83.8254041671753,0.0002011049436139071,2025-08-25 20:05:43.339544,1560/1800
MPNet-S,merged,2,LightGBM,reg,mmm,1800,89.71095824241638,0.0002054215745669678,2025-08-25 20:07:13.053559,1568/1800
mBERT-T,merged,2,LogisticRegression,reg,mean,1800,29.03393840789795,0.00012634861428763183,2025-08-25 20:07:42.091102,1368/1800
mBERT-T,merged,2,LogisticRegression,reg,mmm,1800,29.067725658416748,0.00012611326914604222,2025-08-25 20:08:11.162272,1424/1800
mT5-T,merged,2,LogisticRegression,reg,mean,1800,48.87650966644287,0.00018553868146591165,2025-08-25 20:09:00.042545,1447/1800
mT5-T,merged,2,LogisticRegression,reg,mmm,1800,48.114975929260254,0.00018451695154413265,2025-08-25 20:09:48.161236,1488/1800
XGLM-T,merged,2,LogisticRegression,reg,mean,1800,80.10355544090271,0.00035130985890645015,2025-08-25 20:11:08.268430,1558/1800
XGLM-T,merged,2,LogisticRegression,reg,mmm,1800,79.79590392112732,0.00035017523368526866,2025-08-25 20:12:28.075759,1556/1800
mDeBERTa-T,merged,2,LogisticRegression,reg,mean,1800,46.527854442596436,0.0002103345605416056,2025-08-25 20:13:14.607257,1434/1800
mDeBERTa-T,merged,2,LogisticRegression,reg,mmm,1800,46.61053681373596,0.00021207343906899,2025-08-25 20:14:01.221646,1429/1800
XLM-R-T,merged,2,LogisticRegression,reg,mean,1800,29.539310693740845,0.00012106505403932712,2025-08-25 20:14:30.764380,1504/1800
XLM-R-T,merged,2,LogisticRegression,reg,mmm,1800,29.669851303100586,0.00011960502499874522,2025-08-25 20:15:00.437884,1507/1800
BGE-M3-S,merged,2,LogisticRegression,reg,mean,1800,110.79813194274902,0.00044232572824382785,2025-08-25 20:16:51.240824,1639/1800
BGE-M3-S,merged,2,LogisticRegression,reg,mmm,1800,114.70621919631958,0.0004479478059753028,2025-08-25 20:18:45.960208,1638/1800
MiniLM-S,merged,2,LogisticRegression,reg,mean,1800,52.637951374053955,0.0001214603856818034,2025-08-25 20:19:38.603184,1491/1800
MiniLM-S,merged,2,LogisticRegression,reg,mmm,1800,55.6450936794281,0.0001226530279025261,2025-08-25 20:20:34.252666,1489/1800
mE5-S,merged,2,LogisticRegression,reg,mean,1800,56.05782103538513,0.0001233263569169225,2025-08-25 20:21:30.315418,1542/1800
mE5-S,merged,2,LogisticRegression,reg,mmm,1800,63.2729058265686,0.0001305720888997983,2025-08-25 20:22:33.593254,1546/1800
MPNet-S,merged,2,LogisticRegression,reg,mean,1800,73.45549654960632,0.00019302727202676238,2025-08-25 20:23:47.054217,1558/1800
MPNet-S,merged,2,LogisticRegression,reg,mmm,1800,80.37063789367676,0.00019759731736068486,2025-08-25 20:25:07.429540,1560/1800
mBERT-T,merged,2,RandomForest,reg,mean,1800,34.72687268257141,0.0001315135607549548,2025-08-25 20:25:42.160022,1259/1800
mBERT-T,merged,2,RandomForest,reg,mmm,1800,34.53297424316406,0.000132042356808731,2025-08-25 20:26:16.697391,1268/1800
mT5-T,merged,2,RandomForest,reg,mean,1800,54.06312441825867,0.00019193145877724425,2025-08-25 20:27:10.764020,1323/1800
mT5-T,merged,2,RandomForest,reg,mmm,1800,53.64661121368408,0.0001907952412150241,2025-08-25 20:28:04.414345,1326/1800
XGLM-T,merged,2,RandomForest,reg,mean,1800,82.17005014419556,0.00035177516960873686,2025-08-25 20:29:26.588047,1512/1800
XGLM-T,merged,2,RandomForest,reg,mmm,1800,84.50000476837158,0.0003581454084298441,2025-08-25 20:30:51.099740,1496/1800
mDeBERTa-T,merged,2,RandomForest,reg,mean,1800,52.243539571762085,0.00022035220933997032,2025-08-25 20:31:43.346941,1265/1800
mDeBERTa-T,merged,2,RandomForest,reg,mmm,1800,52.87541890144348,0.00021847716356084896,2025-08-25 20:32:36.225587,1239/1800
XLM-R-T,merged,2,RandomForest,reg,mean,1800,36.095701932907104,0.00012849783414290065,2025-08-25 20:33:12.325657,1415/1800
XLM-R-T,merged,2,RandomForest,reg,mmm,1800,36.07895350456238,0.00012742513696009772,2025-08-25 20:33:48.408583,1409/1800
BGE-M3-S,merged,2,RandomForest,reg,mean,1800,111.41901707649231,0.00043925062362673724,2025-08-25 20:35:39.832278,1588/1800
BGE-M3-S,merged,2,RandomForest,reg,mmm,1800,116.19902515411377,0.0004443975582224321,2025-08-25 20:37:36.036674,1588/1800
MiniLM-S,merged,2,RandomForest,reg,mean,1800,63.03339385986328,0.00013235035856821203,2025-08-25 20:38:39.082453,1489/1800
MiniLM-S,merged,2,RandomForest,reg,mmm,1800,66.12852334976196,0.00013618632442881918,2025-08-25 20:39:45.215943,1487/1800
mE5-S,merged,2,RandomForest,reg,mean,1800,61.455390214920044,0.00012929559248700493,2025-08-25 20:40:46.675710,1504/1800
mE5-S,merged,2,RandomForest,reg,mmm,1800,60.14942169189453,0.0001258555851560977,2025-08-25 20:41:46.829219,1473/1800
MPNet-S,merged,2,RandomForest,reg,mean,1800,83.58506226539612,0.0002007799838667163,2025-08-25 20:43:10.418552,1508/1800
MPNet-S,merged,2,RandomForest,reg,mmm,1800,90.84948921203613,0.00020650902056904192,2025-08-25 20:44:41.272557,1539/1800
mBERT-T,merged,2,XGBoost,reg,mean,1800,29.453047275543213,0.00012124301772207591,2025-08-25 20:45:10.729317,1348/1800
mBERT-T,merged,2,XGBoost,reg,mmm,1800,29.253042697906494,0.0001222085086923221,2025-08-25 20:45:39.985968,1344/1800
mT5-T,merged,2,XGBoost,reg,mean,1800,49.72801351547241,0.00018503190552752845,2025-08-25 20:46:29.717612,1451/1800
mT5-T,merged,2,XGBoost,reg,mmm,1800,49.07241773605347,0.0001818300627621153,2025-08-25 20:47:18.793654,1490/1800
XGLM-T,merged,2,XGBoost,reg,mean,1800,79.77337765693665,0.00034368861908931777,2025-08-25 20:48:38.570571,1552/1800
XGLM-T,merged,2,XGBoost,reg,mmm,1800,81.34472155570984,0.0003504463354686407,2025-08-25 20:49:59.918743,1556/1800
mDeBERTa-T,merged,2,XGBoost,reg,mean,1800,47.15592002868652,0.00021158998000697814,2025-08-25 20:50:47.078627,1320/1800
mDeBERTa-T,merged,2,XGBoost,reg,mmm,1800,46.83761262893677,0.00021256554715513325,2025-08-25 20:51:33.920221,1375/1800
XLM-R-T,merged,2,XGBoost,reg,mean,1800,30.288182020187378,0.00011945911390278739,2025-08-25 20:52:04.211823,1512/1800
XLM-R-T,merged,2,XGBoost,reg,mmm,1800,30.35968518257141,0.00011904622887298133,2025-08-25 20:52:34.574738,1521/1800
BGE-M3-S,merged,2,XGBoost,reg,mean,1800,106.73066687583923,0.00043250924596294297,2025-08-25 20:54:21.309443,1620/1800
BGE-M3-S,merged,2,XGBoost,reg,mmm,1800,111.284499168396,0.0004397134393820498,2025-08-25 20:56:12.598774,1613/1800
MiniLM-S,merged,2,XGBoost,reg,mean,1800,55.841092348098755,0.0001243871613082657,2025-08-25 20:57:08.444445,1517/1800
MiniLM-S,merged,2,XGBoost,reg,mmm,1800,62.70485329627991,0.00012960211038171924,2025-08-25 20:58:11.153680,1520/1800
mE5-S,merged,2,XGBoost,reg,mean,1800,56.16740369796753,0.00012179816389777442,2025-08-25 20:59:07.325816,1556/1800
mE5-S,merged,2,XGBoost,reg,mmm,1800,54.53652906417847,0.00011884025872454231,2025-08-25 21:00:01.866689,1557/1800
MPNet-S,merged,2,XGBoost,reg,mean,1800,77.22140669822693,0.000194155671691315,2025-08-25 21:01:19.092540,1549/1800
MPNet-S,merged,2,XGBoost,reg,mmm,1800,76.28224349021912,0.00019343171008642606,2025-08-25 21:02:35.379630,1552/1800
mBERT-T,merged,2,GaussianNB,reg,mean,1800,29.234870672225952,0.00012154089451731392,2025-08-25 21:03:04.618078,986/1800
mBERT-T,merged,2,GaussianNB,reg,mmm,1800,29.238041877746582,0.00012095279421810902,2025-08-25 21:03:33.859725,970/1800
mT5-T,merged,2,GaussianNB,reg,mean,1800,49.77350115776062,0.0001840691227537772,2025-08-25 21:04:23.636903,1157/1800
mT5-T,merged,2,GaussianNB,reg,mmm,1800,49.875064849853516,0.00018451710003666865,2025-08-25 21:05:13.516009,994/1800
XGLM-T,merged,2,GaussianNB,reg,mean,1800,81.67814493179321,0.00034949422774410537,2025-08-25 21:06:35.197836,905/1800
XGLM-T,merged,2,GaussianNB,reg,mmm,1800,83.56447720527649,0.00035447614950075205,2025-08-25 21:07:58.773747,906/1800
mDeBERTa-T,merged,2,GaussianNB,reg,mean,1800,47.69260501861572,0.0002107319738700204,2025-08-25 21:08:46.470135,1018/1800
mDeBERTa-T,merged,2,GaussianNB,reg,mmm,1800,47.37203025817871,0.00020931213979430232,2025-08-25 21:09:33.845881,1060/1800
XLM-R-T,merged,2,GaussianNB,reg,mean,1800,29.96297335624695,0.00012084692818194286,2025-08-25 21:10:03.812616,1058/1800
XLM-R-T,merged,2,GaussianNB,reg,mmm,1800,29.747061491012573,0.00011861669262895181,2025-08-25 21:10:33.562990,973/1800
BGE-M3-S,merged,2,GaussianNB,reg,mean,1800,106.21996068954468,0.00043317595889425653,2025-08-25 21:12:19.787264,1548/1800
BGE-M3-S,merged,2,GaussianNB,reg,mmm,1800,110.25332832336426,0.00043917238615998435,2025-08-25 21:14:10.045409,1548/1800
MiniLM-S,merged,2,GaussianNB,reg,mean,1800,53.31252884864807,0.00012111968626717216,2025-08-25 21:15:03.362774,1372/1800
MiniLM-S,merged,2,GaussianNB,reg,mmm,1800,52.68798041343689,0.00011795043145150584,2025-08-25 21:15:56.055580,1374/1800
mE5-S,merged,2,GaussianNB,reg,mean,1800,53.003523111343384,0.00011839407150365986,2025-08-25 21:16:49.063749,1327/1800
mE5-S,merged,2,GaussianNB,reg,mmm,1800,53.61223030090332,0.00011845268241954299,2025-08-25 21:17:42.680634,1327/1800
MPNet-S,merged,2,GaussianNB,reg,mean,1800,79.6291012763977,0.00019686755346647633,2025-08-25 21:19:02.314565,1453/1800
MPNet-S,merged,2,GaussianNB,reg,mmm,1800,86.14987277984619,0.00020199639500639488,2025-08-25 21:20:28.469283,1453/1800
mBERT-T,merged,2,linear,deep,mean,1800,29.52823495864868,0.00012202797650411211,2025-08-25 21:20:58.001047,1330/1800
mBERT-T,merged,2,linear,deep,mmm,1800,29.665026903152466,0.0001240878982630315,2025-08-25 21:21:27.669400,1413/1800
mT5-T,merged,2,linear,deep,mean,1800,50.39020657539368,0.00018529654729259015,2025-08-25 21:22:18.062778,1433/1800
mT5-T,merged,2,linear,deep,mmm,1800,49.97568678855896,0.0001851789012467064,2025-08-25 21:23:08.041937,1465/1800
XGLM-T,merged,2,linear,deep,mean,1800,80.88772535324097,0.0003535110969914579,2025-08-25 21:24:28.932898,1551/1800
XGLM-T,merged,2,linear,deep,mmm,1800,82.76895356178284,0.0003560405232147263,2025-08-25 21:25:51.713247,1460/1800
mDeBERTa-T,merged,2,linear,deep,mean,1800,48.31623387336731,0.00021333416263799717,2025-08-25 21:26:40.033538,1389/1800
mDeBERTa-T,merged,2,linear,deep,mmm,1800,48.46983075141907,0.0002141466124787306,2025-08-25 21:27:28.506704,1360/1800
XLM-R-T,merged,2,linear,deep,mean,1800,30.278918981552124,0.00012106997718737522,2025-08-25 21:27:58.788720,1462/1800
XLM-R-T,merged,2,linear,deep,mmm,1800,29.99413013458252,0.00012071718018858826,2025-08-25 21:28:28.786369,1481/1800
BGE-M3-S,merged,2,linear,deep,mean,1800,110.69644951820374,0.0004382693603643887,2025-08-25 21:30:19.486883,1613/1800
BGE-M3-S,merged,2,linear,deep,mmm,1800,109.08875751495361,0.00043570128313334883,2025-08-25 21:32:08.579813,1619/1800
MiniLM-S,merged,2,linear,deep,mean,1800,54.02680969238281,0.00012201026206258457,2025-08-25 21:33:02.610849,1453/1800
MiniLM-S,merged,2,linear,deep,mmm,1800,55.07004642486572,0.00012148242612547835,2025-08-25 21:33:57.685350,1467/1800
mE5-S,merged,2,linear,deep,mean,1800,53.52057480812073,0.00011896658838664209,2025-08-25 21:34:51.210250,1495/1800
mE5-S,merged,2,linear,deep,mmm,1800,53.517234563827515,0.00011834685690120706,2025-08-25 21:35:44.731870,1543/1800
MPNet-S,merged,2,linear,deep,mean,1800,76.90972995758057,0.00019422321070460897,2025-08-25 21:37:01.645680,1538/1800
MPNet-S,merged,2,linear,deep,mmm,1800,73.8895525932312,0.00018933663642921406,2025-08-25 21:38:15.539664,1548/1800
mBERT-T,merged,2,resmicro,deep,mean,1800,29.59250807762146,0.00012198491023686427,2025-08-25 21:38:45.135637,1409/1800
mBERT-T,merged,2,resmicro,deep,mmm,1800,29.314521074295044,0.00012304938695194392,2025-08-25 21:39:14.453383,1478/1800
mT5-T,merged,2,resmicro,deep,mean,1800,49.27416372299194,0.00018475957911954154,2025-08-25 21:40:03.730495,1443/1800
mT5-T,merged,2,resmicro,deep,mmm,1800,49.04415011405945,0.00018382729481033013,2025-08-25 21:40:52.778337,1525/1800
XGLM-T,merged,2,resmicro,deep,mean,1800,79.68545889854431,0.00034968327339876635,2025-08-25 21:42:12.466812,1508/1800
XGLM-T,merged,2,resmicro,deep,mmm,1800,80.89624166488647,0.0003523795344565974,2025-08-25 21:43:33.374329,1511/1800
mDeBERTa-T,merged,2,resmicro,deep,mean,1800,47.51471209526062,0.00021223855872801571,2025-08-25 21:44:20.892125,1364/1800
mDeBERTa-T,merged,2,resmicro,deep,mmm,1800,47.922383308410645,0.0002147557205660123,2025-08-25 21:45:08.818089,1380/1800
XLM-R-T,merged,2,resmicro,deep,mean,1800,30.236369848251343,0.00012029567740765545,2025-08-25 21:45:39.057152,1476/1800
XLM-R-T,merged,2,resmicro,deep,mmm,1800,30.4389865398407,0.00011985491871296255,2025-08-25 21:46:09.499124,1382/1800
BGE-M3-S,merged,2,resmicro,deep,mean,1800,111.60308980941772,0.00044271874788655416,2025-08-25 21:48:01.106060,1604/1800
BGE-M3-S,merged,2,resmicro,deep,mmm,1800,115.7537453174591,0.0004440229790852139,2025-08-25 21:49:56.863232,1591/1800
MiniLM-S,merged,2,resmicro,deep,mean,1800,53.759499311447144,0.00012291822124012612,2025-08-25 21:50:50.626821,1517/1800
MiniLM-S,merged,2,resmicro,deep,mmm,1800,57.246219873428345,0.00012444635339488823,2025-08-25 21:51:47.877434,1494/1800
mE5-S,merged,2,resmicro,deep,mean,1800,51.630911111831665,0.00011700728684368086,2025-08-25 21:52:39.512509,1531/1800
mE5-S,merged,2,resmicro,deep,mmm,1800,56.54953742027283,0.00012174812462634273,2025-08-25 21:53:36.066060,1555/1800
MPNet-S,merged,2,resmicro,deep,mean,1800,83.13805389404297,0.00020035144456568768,2025-08-25 21:54:59.208309,1555/1800
MPNet-S,merged,2,resmicro,deep,mmm,1800,83.22814393043518,0.00019964181862418973,2025-08-25 21:56:22.440574,1535/1800
mBERT-T,merged,2,microffn,deep,mean,1800,29.273389101028442,0.00012227388076849595,2025-08-25 21:56:51.717108,1421/1800
mBERT-T,merged,2,microffn,deep,mmm,1800,29.287487983703613,0.000123082351440479,2025-08-25 21:57:21.007764,1439/1800
mT5-T,merged,2,microffn,deep,mean,1800,49.369455337524414,0.00018433054508062177,2025-08-25 21:58:10.380155,1450/1800
mT5-T,merged,2,microffn,deep,mmm,1800,49.08977699279785,0.00018509033375838292,2025-08-25 21:58:59.473096,1498/1800
XGLM-T,merged,2,microffn,deep,mean,1800,79.60301113128662,0.0003476465582509886,2025-08-25 22:00:19.079276,1530/1800
XGLM-T,merged,2,microffn,deep,mmm,1800,79.78485202789307,0.000350090824916725,2025-08-25 22:01:38.875486,1554/1800
mDeBERTa-T,merged,2,microffn,deep,mean,1800,47.703717947006226,0.00021144278268396294,2025-08-25 22:02:26.582534,1337/1800
mDeBERTa-T,merged,2,microffn,deep,mmm,1800,47.051141023635864,0.00021404490299959544,2025-08-25 22:03:13.637248,1412/1800
XLM-R-T,merged,2,microffn,deep,mean,1800,30.162591218948364,0.00012216947315768265,2025-08-25 22:03:43.803051,1456/1800
XLM-R-T,merged,2,microffn,deep,mmm,1800,30.00259828567505,0.00012070097018944806,2025-08-25 22:04:13.808828,1474/1800
BGE-M3-S,merged,2,microffn,deep,mean,1800,111.35789704322815,0.00043978889230910094,2025-08-25 22:06:05.170711,1615/1800
BGE-M3-S,merged,2,microffn,deep,mmm,1800,110.4817066192627,0.00043510928304157974,2025-08-25 22:07:55.656440,1564/1800
MiniLM-S,merged,2,microffn,deep,mean,1800,54.474947929382324,0.00012172600851794329,2025-08-25 22:08:50.135175,1490/1800
MiniLM-S,merged,2,microffn,deep,mmm,1800,55.39671778678894,0.00012095033984536474,2025-08-25 22:09:45.535746,1511/1800
mE5-S,merged,2,microffn,deep,mean,1800,54.8322389125824,0.00011985187908568255,2025-08-25 22:10:40.372361,1520/1800
mE5-S,merged,2,microffn,deep,mmm,1800,58.84797930717468,0.00012372872201027883,2025-08-25 22:11:39.224413,1559/1800
MPNet-S,merged,2,microffn,deep,mean,1800,83.12290525436401,0.0001996290054793797,2025-08-25 22:13:02.351709,1548/1800
MPNet-S,merged,2,microffn,deep,mmm,1800,89.0416829586029,0.00020631728062124792,2025-08-25 22:14:31.397584,1547/1800
mBERT-T,merged,3,LightGBM,reg,mean,1800,29.82779812812805,0.00012685956824570323,2025-08-25 22:15:01.267064,1068/1800
mBERT-T,merged,3,LightGBM,reg,mmm,1800,29.91179084777832,0.00012788608539895537,2025-08-25 22:15:31.181068,1103/1800
mT5-T,merged,3,LightGBM,reg,mean,1800,49.815394163131714,0.00018439292405568418,2025-08-25 22:16:20.998958,1091/1800
mT5-T,merged,3,LightGBM,reg,mmm,1800,49.12974262237549,0.0001858886930189696,2025-08-25 22:17:10.131506,1139/1800
XGLM-T,merged,3,LightGBM,reg,mean,1800,81.16229677200317,0.00035088151775719724,2025-08-25 22:18:31.296499,1254/1800
XGLM-T,merged,3,LightGBM,reg,mmm,1800,81.31156778335571,0.00035480556700916583,2025-08-25 22:19:52.610492,1253/1800
mDeBERTa-T,merged,3,LightGBM,reg,mean,1800,47.963542222976685,0.00021443501904792254,2025-08-25 22:20:40.577161,997/1800
mDeBERTa-T,merged,3,LightGBM,reg,mmm,1800,47.56900763511658,0.00021401302157853089,2025-08-25 22:21:28.148818,1046/1800
XLM-R-T,merged,3,LightGBM,reg,mean,1800,30.523086547851562,0.00012210336841710407,2025-08-25 22:21:58.674371,1202/1800
XLM-R-T,merged,3,LightGBM,reg,mmm,1800,30.67929744720459,0.00012216325802935494,2025-08-25 22:22:29.355934,1208/1800
BGE-M3-S,merged,3,LightGBM,reg,mean,1800,111.7526228427887,0.0004397711810735861,2025-08-25 22:24:21.111733,1292/1800
BGE-M3-S,merged,3,LightGBM,reg,mmm,1800,118.16345310211182,0.00045010765325493966,2025-08-25 22:26:19.278332,1312/1800
MiniLM-S,merged,3,LightGBM,reg,mean,1800,58.93622040748596,0.00012752268238351377,2025-08-25 22:27:18.218349,1163/1800
MiniLM-S,merged,3,LightGBM,reg,mmm,1800,52.40027570724487,0.00011814050835562313,2025-08-25 22:28:10.621873,1198/1800
mE5-S,merged,3,LightGBM,reg,mean,1800,56.56119751930237,0.00012267298891139528,2025-08-25 22:29:07.186650,1230/1800
mE5-S,merged,3,LightGBM,reg,mmm,1800,55.143232345581055,0.00012195476130914296,2025-08-25 22:30:02.333789,1235/1800
MPNet-S,merged,3,LightGBM,reg,mean,1800,72.53458786010742,0.00019062268787384032,2025-08-25 22:31:14.872017,1269/1800
MPNet-S,merged,3,LightGBM,reg,mmm,1800,76.50742030143738,0.00019322629063086243,2025-08-25 22:32:31.383193,1229/1800
mBERT-T,merged,3,LogisticRegression,reg,mean,1800,29.1017906665802,0.0001241246226495386,2025-08-25 22:33:00.488646,1046/1800
mBERT-T,merged,3,LogisticRegression,reg,mmm,1800,29.287066221237183,0.00012632796476959952,2025-08-25 22:33:29.779249,1091/1800
mT5-T,merged,3,LogisticRegression,reg,mean,1800,49.159891843795776,0.00018567190446799553,2025-08-25 22:34:18.943005,1113/1800
mT5-T,merged,3,LogisticRegression,reg,mmm,1800,48.56601119041443,0.0001854325067429286,2025-08-25 22:35:07.512910,1150/1800
XGLM-T,merged,3,LogisticRegression,reg,mean,1800,80.65101146697998,0.00035051209621783755,2025-08-25 22:36:28.167520,1216/1800
XGLM-T,merged,3,LogisticRegression,reg,mmm,1800,80.74489855766296,0.0003553978299088602,2025-08-25 22:37:48.916063,1221/1800
mDeBERTa-T,merged,3,LogisticRegression,reg,mean,1800,47.90775394439697,0.000212505715302119,2025-08-25 22:38:36.827633,1049/1800
mDeBERTa-T,merged,3,LogisticRegression,reg,mmm,1800,46.72478985786438,0.0002130912821229774,2025-08-25 22:39:23.556068,1067/1800
XLM-R-T,merged,3,LogisticRegression,reg,mean,1800,30.13387656211853,0.0001210844969881403,2025-08-25 22:39:53.693433,1155/1800
XLM-R-T,merged,3,LogisticRegression,reg,mmm,1800,29.820581436157227,0.00012182107409524734,2025-08-25 22:40:23.517728,1165/1800
BGE-M3-S,merged,3,LogisticRegression,reg,mean,1800,112.68674850463867,0.0004437897998935348,2025-08-25 22:42:16.208747,1289/1800
BGE-M3-S,merged,3,LogisticRegression,reg,mmm,1800,113.49412298202515,0.00044550158851852027,2025-08-25 22:44:09.707590,1286/1800
MiniLM-S,merged,3,LogisticRegression,reg,mean,1800,52.65431213378906,0.0001202293149500627,2025-08-25 22:45:02.366551,1121/1800
MiniLM-S,merged,3,LogisticRegression,reg,mmm,1800,54.131129026412964,0.00011983151020465034,2025-08-25 22:45:56.502368,1134/1800
mE5-S,merged,3,LogisticRegression,reg,mean,1800,56.581828355789185,0.00012213170810767228,2025-08-25 22:46:53.088906,1169/1800
mE5-S,merged,3,LogisticRegression,reg,mmm,1800,51.52282643318176,0.00011619604049972587,2025-08-25 22:47:44.616117,1171/1800
MPNet-S,merged,3,LogisticRegression,reg,mean,1800,71.81860089302063,0.00018949995339857022,2025-08-25 22:48:56.439589,1215/1800
MPNet-S,merged,3,LogisticRegression,reg,mmm,1800,82.04427790641785,0.0001994860474422202,2025-08-25 22:50:18.488377,1217/1800
mBERT-T,merged,3,RandomForest,reg,mean,1800,33.72355771064758,0.0001310500859055736,2025-08-25 22:50:52.215507,943/1800
mBERT-T,merged,3,RandomForest,reg,mmm,1800,33.188618659973145,0.00013262396731130778,2025-08-25 22:51:25.407748,938/1800
mT5-T,merged,3,RandomForest,reg,mean,1800,53.85057091712952,0.00019250929960771553,2025-08-25 22:52:19.261500,995/1800
mT5-T,merged,3,RandomForest,reg,mmm,1800,55.73768448829651,0.0001974487767755913,2025-08-25 22:53:15.002902,980/1800
XGLM-T,merged,3,RandomForest,reg,mean,1800,86.15515160560608,0.00036103372590885833,2025-08-25 22:54:41.161418,1180/1800
XGLM-T,merged,3,RandomForest,reg,mmm,1800,87.30786657333374,0.0003664378276595235,2025-08-25 22:56:08.472995,1172/1800
mDeBERTa-T,merged,3,RandomForest,reg,mean,1800,52.0600221157074,0.00021904651277030086,2025-08-25 22:57:00.536409,848/1800
mDeBERTa-T,merged,3,RandomForest,reg,mmm,1800,49.06075644493103,0.00021371013143947553,2025-08-25 22:57:49.600636,835/1800
XLM-R-T,merged,3,RandomForest,reg,mean,1800,36.584102153778076,0.0001319260549820242,2025-08-25 22:58:26.188827,1110/1800
XLM-R-T,merged,3,RandomForest,reg,mmm,1800,35.286012172698975,0.0001276723533291476,2025-08-25 22:59:01.479300,1050/1800
BGE-M3-S,merged,3,RandomForest,reg,mean,1800,113.96665525436401,0.0004436227697361465,2025-08-25 23:00:55.450547,1222/1800
BGE-M3-S,merged,3,RandomForest,reg,mmm,1800,114.28163456916809,0.00044659987375125125,2025-08-25 23:02:49.736332,1275/1800
MiniLM-S,merged,3,RandomForest,reg,mean,1800,56.91426753997803,0.00012608429987383268,2025-08-25 23:03:46.663377,1073/1800
MiniLM-S,merged,3,RandomForest,reg,mmm,1800,58.225359201431274,0.00012788042451393881,2025-08-25 23:04:44.893175,1135/1800
mE5-S,merged,3,RandomForest,reg,mean,1800,58.03265857696533,0.00012602391367669228,2025-08-25 23:05:42.930630,1111/1800
mE5-S,merged,3,RandomForest,reg,mmm,1800,56.32117438316345,0.00012300601375358033,2025-08-25 23:06:39.255744,1110/1800
MPNet-S,merged,3,RandomForest,reg,mean,1800,87.436350107193,0.00020887007691304199,2025-08-25 23:08:06.696592,1209/1800
MPNet-S,merged,3,RandomForest,reg,mmm,1800,78.37459397315979,0.0001981718007335914,2025-08-25 23:09:25.075622,1148/1800
mBERT-T,merged,3,XGBoost,reg,mean,1800,29.46999740600586,0.0001244935199805877,2025-08-25 23:09:54.552529,1023/1800
mBERT-T,merged,3,XGBoost,reg,mmm,1800,29.252378940582275,0.00012254365116899041,2025-08-25 23:10:23.812011,1043/1800
mT5-T,merged,3,XGBoost,reg,mean,1800,50.05728316307068,0.00018712201330977097,2025-08-25 23:11:13.876438,1060/1800
mT5-T,merged,3,XGBoost,reg,mmm,1800,48.621299743652344,0.00018344298666477202,2025-08-25 23:12:02.505236,1110/1800
XGLM-T,merged,3,XGBoost,reg,mean,1800,81.87225484848022,0.00035318163358004817,2025-08-25 23:13:24.384752,1191/1800
XGLM-T,merged,3,XGBoost,reg,mmm,1800,81.31631135940552,0.0003511461379658762,2025-08-25 23:14:45.708169,1203/1800
mDeBERTa-T,merged,3,XGBoost,reg,mean,1800,47.05915117263794,0.00021265649622266705,2025-08-25 23:15:32.774916,957/1800
