embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date,mdata
mBERT-T,arabic,-1,KMeans,reg,mean,700,27.046101570129395,5.6075880870921704e-05,2025-08-29 05:48:25.345328,NA
mBERT-T,arabic,-1,KMeans,reg,mmm,700,25.571617603302002,5.313306013705341e-05,2025-08-29 05:48:50.918675,NA
mT5-T,arabic,-1,KMeans,reg,mean,700,27.087543964385986,5.598214354890818e-05,2025-08-29 05:49:18.008001,NA
mT5-T,arabic,-1,KMeans,reg,mmm,700,27.473451614379883,5.653505996534848e-05,2025-08-29 05:49:45.483194,NA
XGLM-T,arabic,-1,KMeans,reg,mean,700,32.69456744194031,6.577823336882798e-05,2025-08-29 05:50:18.179709,NA
XGLM-T,arabic,-1,KMeans,reg,mmm,700,33.740570068359375,6.70257195553196e-05,2025-08-29 05:50:51.922625,NA
mDeBERTa-T,arabic,-1,KMeans,reg,mean,700,26.69822382926941,5.514541863690112e-05,2025-08-29 05:51:18.622802,NA
mDeBERTa-T,arabic,-1,KMeans,reg,mmm,700,27.060775995254517,5.584446299093592e-05,2025-08-29 05:51:45.685952,NA
XLM-R-T,arabic,-1,KMeans,reg,mean,700,25.36361050605774,5.1784513758550606e-05,2025-08-29 05:52:11.051660,NA
XLM-R-T,arabic,-1,KMeans,reg,mmm,700,25.756640911102295,5.227760925062464e-05,2025-08-29 05:52:36.810587,NA
BGE-M3-S,arabic,-1,KMeans,reg,mean,700,26.484290838241577,5.3873787920803205e-05,2025-08-29 05:53:03.297267,NA
BGE-M3-S,arabic,-1,KMeans,reg,mmm,700,26.665231227874756,5.439212382307e-05,2025-08-29 05:53:29.964653,NA
MiniLM-S,arabic,-1,KMeans,reg,mean,700,22.86420249938965,4.686113866543844e-05,2025-08-29 05:53:52.831185,NA
MiniLM-S,arabic,-1,KMeans,reg,mmm,700,22.849153518676758,4.690287027853672e-05,2025-08-29 05:54:15.682771,NA
mE5-S,arabic,-1,KMeans,reg,mean,700,22.336369514465332,4.593814007964051e-05,2025-08-29 05:54:38.021564,NA
mE5-S,arabic,-1,KMeans,reg,mmm,700,22.764798402786255,4.6776732501065785e-05,2025-08-29 05:55:00.789019,NA
MPNet-S,arabic,-1,KMeans,reg,mean,700,25.04438042640686,5.134225825537615e-05,2025-08-29 05:55:25.836027,NA
MPNet-S,arabic,-1,KMeans,reg,mmm,700,25.291537523269653,5.149294196254873e-05,2025-08-29 05:55:51.129825,NA
mBERT-T,arabic,-1,KMeans++,reg,mean,700,25.0426082611084,5.213627867437156e-05,2025-08-29 05:56:16.174937,NA
mBERT-T,arabic,-1,KMeans++,reg,mmm,700,25.38081955909729,5.2924482375184417e-05,2025-08-29 05:56:41.557960,NA
mT5-T,arabic,-1,KMeans++,reg,mean,700,27.097593069076538,5.563084886105824e-05,2025-08-29 05:57:08.658257,NA
mT5-T,arabic,-1,KMeans++,reg,mmm,700,27.399352312088013,5.638933001548014e-05,2025-08-29 05:57:36.059887,NA
XGLM-T,arabic,-1,KMeans++,reg,mean,700,33.55835580825806,6.638248899102972e-05,2025-08-29 05:58:09.621088,NA
XGLM-T,arabic,-1,KMeans++,reg,mmm,700,34.6533637046814,6.817554683961136e-05,2025-08-29 05:58:44.276855,NA
mDeBERTa-T,arabic,-1,KMeans++,reg,mean,700,27.13737916946411,5.556939295343996e-05,2025-08-29 05:59:11.416589,NA
mDeBERTa-T,arabic,-1,KMeans++,reg,mmm,700,27.315786838531494,5.6217080822628925e-05,2025-08-29 05:59:38.734974,NA
XLM-R-T,arabic,-1,KMeans++,reg,mean,700,25.35848903656006,5.1652733662462663e-05,2025-08-29 06:00:04.096283,NA
XLM-R-T,arabic,-1,KMeans++,reg,mmm,700,25.498279333114624,5.203661226129626e-05,2025-08-29 06:00:29.597192,NA
BGE-M3-S,arabic,-1,KMeans++,reg,mean,700,26.712990045547485,5.426494606512547e-05,2025-08-29 06:00:56.312817,NA
BGE-M3-S,arabic,-1,KMeans++,reg,mmm,700,26.592490434646606,5.433097362419103e-05,2025-08-29 06:01:22.907690,NA
MiniLM-S,arabic,-1,KMeans++,reg,mean,700,22.737317085266113,4.6830036836113225e-05,2025-08-29 06:01:45.647484,NA
MiniLM-S,arabic,-1,KMeans++,reg,mmm,700,22.57360816001892,4.660285148972458e-05,2025-08-29 06:02:08.223369,NA
mE5-S,arabic,-1,KMeans++,reg,mean,700,22.264991998672485,4.5976821932258706e-05,2025-08-29 06:02:30.490703,NA
mE5-S,arabic,-1,KMeans++,reg,mmm,700,22.423919200897217,4.632010513916974e-05,2025-08-29 06:02:52.917049,NA
MPNet-S,arabic,-1,KMeans++,reg,mean,700,24.82317066192627,5.0824134196207444e-05,2025-08-29 06:03:17.742992,NA
MPNet-S,arabic,-1,KMeans++,reg,mmm,700,25.212608575820923,5.1581744672141957e-05,2025-08-29 06:03:42.958159,NA
mBERT-T,bengali,-1,KMeans,reg,mean,900,37.5674614906311,7.888200452138753e-05,2025-08-29 06:04:20.627471,NA
mBERT-T,bengali,-1,KMeans,reg,mmm,900,38.47433519363403,8.070428205574111e-05,2025-08-29 06:04:59.104292,NA
mT5-T,bengali,-1,KMeans,reg,mean,900,39.12062358856201,8.106422059104091e-05,2025-08-29 06:05:38.227944,NA
mT5-T,bengali,-1,KMeans,reg,mmm,900,39.48443055152893,8.203201698221871e-05,2025-08-29 06:06:17.715256,NA
XGLM-T,bengali,-1,KMeans,reg,mean,900,47.33940315246582,9.413400630431252e-05,2025-08-29 06:07:05.057823,NA
XGLM-T,bengali,-1,KMeans,reg,mmm,900,49.19812297821045,9.701018459346043e-05,2025-08-29 06:07:54.259300,NA
mDeBERTa-T,bengali,-1,KMeans,reg,mean,900,38.88603472709656,8.050471551179338e-05,2025-08-29 06:08:33.148290,NA
mDeBERTa-T,bengali,-1,KMeans,reg,mmm,900,39.019771099090576,8.130371662885439e-05,2025-08-29 06:09:12.170967,NA
XLM-R-T,bengali,-1,KMeans,reg,mean,900,34.22230362892151,7.067375067772757e-05,2025-08-29 06:09:46.396397,NA
XLM-R-T,bengali,-1,KMeans,reg,mmm,900,34.789477825164795,7.176313961855879e-05,2025-08-29 06:10:21.189081,NA
BGE-M3-S,bengali,-1,KMeans,reg,mean,900,36.035937786102295,7.42110712558654e-05,2025-08-29 06:10:57.228240,NA
BGE-M3-S,bengali,-1,KMeans,reg,mmm,900,36.50617551803589,7.539284307253214e-05,2025-08-29 06:11:33.737630,NA
MiniLM-S,bengali,-1,KMeans,reg,mean,900,31.041273593902588,6.434622524954609e-05,2025-08-29 06:12:04.782005,NA
MiniLM-S,bengali,-1,KMeans,reg,mmm,900,31.165302991867065,6.472803960857938e-05,2025-08-29 06:12:35.950823,NA
mE5-S,bengali,-1,KMeans,reg,mean,900,30.469007968902588,6.334696816823543e-05,2025-08-29 06:13:06.423310,NA
mE5-S,bengali,-1,KMeans,reg,mmm,900,31.198256969451904,6.46907670387036e-05,2025-08-29 06:13:37.624688,NA
