FeatureFamily,FeatureVariant,Dataset,N_class,Model,AccuracyTrain,WeightedF1Train,AccuracyTest,WeightedF1Test,TrainingTime,NumParams,NumEpochs,data_pts,time_sec,energy_kwh,throughput,time_per_sample,energy_per_sample
WFE-XLM-R-T,mean,arabic,2,LightGBM,0.9998333402774884,0.9998333314377964,0.8108986376702912,0.7943890680313637,92.60249042510986,,,1020,9.666616445989348,6.331180849582739e-05,105.51778956981325,0.009477074947048381,6.207040048610528e-08
WFE-XLM-R-T,mean,arabic,2,LogisticRegression,0.8062580725803091,0.788927946543353,0.8018997625296838,0.7842487125283621,281.3327033519745,,,1020,9.99476986200898,8.842488985489267e-05,102.05337532353916,0.009798793982361744,8.669106848518889e-08
WFE-XLM-R-T,mean,arabic,2,RandomForest,0.7189700429148785,0.7351323621338772,0.6906636670416197,0.708448074700983,2.053264617919922,,,1020,9.854247623996343,7.736119672984695e-05,103.50866336220034,0.009661027082349356,7.584431051945779e-08
WFE-XLM-R-T,mean,arabic,2,XGBoost,0.9107953835256865,0.913613336472738,0.7776527934008249,0.7838481760464476,3.4816384315490723,,,1020,9.636106663994724,7.360685696388912e-05,105.85187934990655,0.009447163396073259,7.216358525871482e-08
WFE-XLM-R-T,mean,arabic,2,GaussianNB,0.4801883254864381,0.4985297727212136,0.483689538807649,0.5007399359202489,0.8104662895202637,,,1020,9.541410827994696,6.877254949826529e-05,106.90242967080917,0.00935432434117127,6.742406813555421e-08
WFE-XLM-R-T,mean,arabic,2,linear,0.7813235294117648,0.7409730493149314,0.7732783402074741,0.72692303887716,124.85849714279176,1538,24,1020,9.564421050003148,7.114060293342106e-05,106.64524226478552,0.009376883382356028,6.974568915041281e-08
WFE-XLM-R-T,mean,arabic,2,microffn,0.8008333333333333,0.7734360047781569,0.7851518560179978,0.7526173614824951,41.00015568733215,78866,16,1020,9.529892655991716,6.527938117642851e-05,107.03163580323192,0.009343032015678153,6.399939331022403e-08
WFE-XLM-R-T,mean,arabic,2,resmicro,0.8516666666666667,0.8390183274481385,0.7969003874515685,0.7750255958106655,59.94610905647278,252386,20,1020,9.611205736000556,7.09910112606617e-05,106.1261227797258,0.009422750721569173,6.959903064770754e-08
WFE-XLM-R-T,mmm,arabic,2,LightGBM,0.9977917586767218,0.9977888703167372,0.8135233095863017,0.801589889399502,48.98587703704834,,,1020,9.72144524200121,7.573538778797811e-05,104.92267092068995,0.009530828668628637,7.425038018429226e-08
WFE-XLM-R-T,mmm,arabic,2,LogisticRegression,0.8525478105078955,0.8472017955926712,0.8071491063617048,0.7993186236857854,173.41176843643188,,,1020,10.051275146994158,9.608167791865936e-05,101.47966154374272,0.009854191320582507,9.419772344966604e-08
WFE-XLM-R-T,mmm,arabic,2,RandomForest,0.7210532894462731,0.7370738877382688,0.6885389326334208,0.7065239722119986,7.094671487808228,,,1020,9.888256271005956,6.885030991213853e-05,103.15266635946855,0.009694368893143094,6.750030383542994e-08
WFE-XLM-R-T,mmm,arabic,2,XGBoost,0.9789592100329152,0.979199455960328,0.7952755905511811,0.7967174633614362,17.506500720977783,,,1020,9.927067035008804,6.62157182099934e-05,102.74938170588221,0.009732418661773337,6.491737079411118e-08
WFE-XLM-R-T,mmm,arabic,2,GaussianNB,0.4506895546018916,0.4645853875306734,0.4570678665166854,0.4697968128735555,4.966612100601196,,,1020,9.787196853008936,6.988987112173644e-05,104.21778731122745,0.009595291032361702,6.851948149189847e-08
WFE-XLM-R-T,mmm,arabic,2,linear,0.8074019607843137,0.7937288961800868,0.7952755905511811,0.7788092303628443,112.10438227653503,4610,22,1020,10.133333702004164,6.680554350500573e-05,100.65789107470773,0.009934640884317808,6.549563088726051e-08
WFE-XLM-R-T,mmm,arabic,2,microffn,0.8695588235294117,0.8688778104896201,0.7960254968128984,0.7948217696531107,216.5529284477234,264938,24,1020,9.59383776600589,7.078017996539881e-05,106.31824561534636,0.009405723300005775,6.939233329941059e-08
WFE-XLM-R-T,mmm,arabic,2,resmicro,0.8645588235294117,0.8692589123727034,0.7475315585551806,0.7584062218693002,286.2655646800995,1198850,16,1020,9.575557253003351,7.675029133117821e-05,106.52121574230883,0.009387801228434658,7.524538365801786e-08
WFE-mBERT-T,mean,arabic,2,LightGBM,1.0,1.0,0.8007749031371079,0.7829336321086647,53.07699155807495,,,1020,9.674682758006384,7.086591824469203e-05,105.42981361904486,0.00948498309608469,6.947639043597257e-08
WFE-mBERT-T,mean,arabic,2,LogisticRegression,0.7923003208199658,0.7676060137498978,0.787026621672291,0.7615186706611623,52.96916651725769,,,1020,10.00583450400154,9.259035017638948e-05,101.94052276120307,0.009809641670589744,9.077485311410733e-08
WFE-mBERT-T,mean,arabic,2,RandomForest,0.7213866088912962,0.7364892020801936,0.6921634795650544,0.7085218235438749,2.1613361835479736,,,1020,9.790901316999223,7.686454662750375e-05,104.17835569735024,0.00959892285980316,7.535739865441544e-08
WFE-mBERT-T,mean,arabic,2,XGBoost,0.9417107620515812,0.9431704674382482,0.7610298712660918,0.7666941101926045,3.485013484954834,,,1020,9.662658297995222,6.497856246516243e-05,105.56101318532876,0.009473194409799237,6.37044730050612e-08
WFE-mBERT-T,mean,arabic,2,GaussianNB,0.6333486104745636,0.6561671931083256,0.630671166104237,0.653622703740435,0.8037533760070801,,,1020,9.56138641499274,6.476598011462067e-05,106.67908980235211,0.009373908249992883,6.349605893590261e-08
