FeatureFamily,FeatureVariant,Dataset,N_class,Model,AccuracyTrain,WeightedF1Train,AccuracyTest,WeightedF1Test,TrainingTime,NumParams,NumEpochs,data_pts,time_sec,energy_kwh,throughput,time_per_sample,energy_per_sample
tfidf,300,arabic,2,LightGBM,0.9704178992541976,0.969957757112148,0.7977752780902387,0.7846752146909876,76.61589455604553,,,600,67.36418747901917,0.0001307877118845,8.906809722701285,0.11227364579836528,2.1797951980749999e-07
tfidf,300,arabic,2,LogisticRegression,0.7474688554643556,0.7610979396483227,0.735533058367704,0.7499473700821665,39.07446098327637,,,600,67.60865473747253,0.000131162768606,8.874603441376362,0.11268109122912089,2.186046143433333e-07
tfidf,300,arabic,2,RandomForest,0.7882171576184326,0.7967384690866633,0.7474065741782278,0.7579303499097538,3.2789015769958496,,,600,68.83763933181763,0.0001332434425113,8.716161765917391,0.11472939888636272,2.220724041855e-07
tfidf,300,arabic,2,XGBoost,0.8060497479271697,0.8157294002187448,0.7380327459067616,0.7510946915094885,1.575218915939331,,,600,67.7445776462555,0.0001314099166721,8.856797412378057,0.11290762941042583,2.1901652778683332e-07
tfidf,300,arabic,2,GaussianNB,0.6507645514770218,0.6723477659702872,0.6354205724284464,0.6577658402174642,0.6175601482391357,,,600,67.55318856239319,0.0001307746692746,8.881890148617197,0.11258864760398865,2.1795778212433332e-07
tfidf,300,arabic,2,linear,0.813186274509804,0.7995225173106202,0.7971503562054744,0.7803364240260267,33.48445439338684,602,46,600,67.77409195899963,0.0001319296411093,8.852940447552935,0.11295681993166605,2.198827351821667e-07
tfidf,300,arabic,2,microffn,0.8162254901960785,0.7982393331546578,0.7959005124359455,0.773985395716046,41.0764148235321,21602,20,600,68.37707853317261,0.0001335350312175,8.774870364034559,0.11396179755528768,2.225583853625e-07
tfidf,300,arabic,2,resmicro,0.8966176470588235,0.8931213008561008,0.7937757780277466,0.7852398405715202,62.3531219959259,79586,16,600,67.70380640029907,0.0001323054383484,8.862130977577497,0.11283967733383178,2.2050906391399998e-07
tfidf,512,arabic,2,LightGBM,0.887754676888463,0.8808050349409924,0.813273340832396,0.7973308759499717,21.74817204475403,,,600,67.66916513442993,0.0001318372801653,8.86666768842285,0.11278194189071655,2.197288002755e-07
tfidf,512,arabic,2,LogisticRegression,0.772842798216741,0.7844895584321508,0.7630296212973379,0.774977141983368,1.4969398975372314,,,600,67.87130308151245,0.0001323907070387,8.840260504198788,0.11311883846918742,2.2065117839783332e-07
tfidf,512,arabic,2,RandomForest,0.8141744093996084,0.8201744659077336,0.7606549181352331,0.7687941147030547,1.6522159576416016,,,600,68.4701406955719,0.0001333757942776,8.76294387458157,0.1141169011592865,2.2229299046266666e-07
tfidf,512,arabic,2,XGBoost,0.8197158451731178,0.828498090798654,0.7599050118735158,0.7716698601347228,4.927603960037232,,,600,67.9867775440216,0.0001324484719022,8.825245462053243,0.11331129590670268,2.2074745317033334e-07
tfidf,512,arabic,2,GaussianNB,0.6981375776009333,0.7171011508954971,0.680039995000625,0.7001866754209749,0.4523744583129883,,,600,68.34843397140503,0.0001333005840233,8.778547877937076,0.11391405661900839,2.2216764003883334e-07
tfidf,512,arabic,2,linear,0.8254901960784313,0.8105896214896683,0.8136482939632546,0.7956146409855447,24.823549509048465,1026,17,600,67.76609945297241,0.000132224492111,8.853984585853013,0.11294349908828735,2.2037415351833333e-07
tfidf,512,arabic,2,microffn,0.9444607843137256,0.9436238353577352,0.8001499812523435,0.7928313255230454,32.00013208389282,64234,16,600,67.90253710746765,0.0001324941318647,8.836194132929009,0.11317089517911275,2.2082355310783332e-07
tfidf,512,arabic,2,resmicro,0.9411274509803922,0.9400684199900516,0.8078990126234221,0.8021318783321201,69.16007256507874,168418,16,600,67.86379647254944,0.0001324271810389,8.841238350741207,0.11310632745424906,2.2071196839816667e-07
tfidf,768,arabic,2,LightGBM,0.9849589600433316,0.9848329399510116,0.8287714035745531,0.8200884958712634,40.156574726104736,,,600,68.48099541664124,0.0001336014378682,8.761554886134101,0.11413499236106872,2.2266906311366664e-07
tfidf,768,arabic,2,LogisticRegression,0.8057164284821465,0.8139887745989679,0.7916510436195475,0.8002280604929762,1.521730661392212,,,600,67.73396492004395,0.000132181440586,8.85818511744094,0.11288994153340658,2.2030240097666666e-07
tfidf,768,arabic,2,RandomForest,0.8095912670305404,0.8146668181213067,0.769153855768029,0.775611450424424,1.1202077865600586,,,600,68.4358069896698,0.0001333821080754,8.767340174575107,0.11405967831611634,2.2230351345900002e-07
tfidf,768,arabic,2,XGBoost,0.8272155326861381,0.8332974571593715,0.7864016997875266,0.793665348317243,2.1693108081817627,,,600,67.84817504882812,0.000132189946737,8.84327396526435,0.11308029174804687,2.20316577895e-07
tfidf,768,arabic,2,GaussianNB,0.7290112911962001,0.7455960279082049,0.7109111361079865,0.7288205439300214,0.7025668621063232,,,600,67.9248399734497,0.0001323214209253,8.833292801786895,0.11320806662241618,2.205357015421667e-07
tfidf,768,arabic,2,linear,0.8334803921568628,0.8153675895000314,0.8201474815648044,0.7980044489937094,123.73210906982422,1538,16,600,68.31996965408325,0.0001333548046648,8.782205305972937,0.11386661609013875,2.222580077746667e-07
tfidf,768,arabic,2,microffn,0.9158823529411764,0.9129277386383392,0.8293963254593176,0.8194639513555415,108.3095726966858,92906,27,600,67.84470868110657,0.0001322078566063,8.843725791796174,0.11307451446851094,2.2034642767716665e-07
