FeatureFamily,FeatureVariant,Dataset,N_class,Model,AccuracyTrain,WeightedF1Train,AccuracyTest,WeightedF1Test,TrainingTime,NumParams,NumEpochs,data_pts,time_sec,energy_kwh,throughput,time_per_sample,energy_per_sample
fasttext,mean,arabic,2,LightGBM,0.998500062497396,0.9984989446708012,0.8486439195100612,0.8430681032263005,15.958367586135864,,,600,89.41749095916748,0.0001749527813794,6.710096576898922,0.14902915159861246,2.9158796896566665e-07
fasttext,mean,arabic,2,LogisticRegression,0.8575892671138703,0.8511741791845403,0.841519810023747,0.8344903090403117,79.60735654830933,,,600,83.44965696334839,0.0001632127053374,7.189963647945536,0.13908276160558064,2.7202117556233337e-07
fasttext,mean,arabic,2,RandomForest,0.9340444148160494,0.9349369576509852,0.8186476690413699,0.8167801129075496,7.7898876667022705,,,600,83.52770900726318,0.0001624713883341,7.1832450228920655,0.13921284834543865,2.707856472235e-07
fasttext,mean,arabic,2,XGBoost,0.9326278071747012,0.9343123793434946,0.8282714660667416,0.8328751258798438,2.61427903175354,,,600,82.39403867721558,0.0001601642377214,7.282080228528936,0.1373233977953593,2.6694039620233334e-07
fasttext,mean,arabic,2,GaussianNB,0.6189742094079413,0.6421148989677068,0.6239220097487814,0.6469797283111482,0.3851485252380371,,,600,82.33277583122253,0.0001602278422645,7.287498738412094,0.13722129305203756,2.6704640377416665e-07
fasttext,mean,arabic,2,linear,0.7748039215686274,0.7115244105263744,0.7715285589301337,0.7053041346010458,34.47577714920044,602,19,600,83.0758626461029,0.0001615269443769,7.222314411057711,0.13845977107683818,2.6921157396150003e-07
fasttext,mean,arabic,2,microffn,0.9176470588235294,0.9169893182649368,0.8508936382952131,0.8492792158965253,134.5584487915039,27642,25,600,82.77171874046326,0.0001605805580904,7.248852737749033,0.13795286456743877,2.67634263484e-07
fasttext,mean,arabic,2,resmicro,0.9031372549019608,0.8999221379069045,0.855268091488564,0.8500152056362801,80.17689394950867,176066,18,600,82.55602073669434,0.0001605530732311,7.267792156718053,0.13759336789449056,2.6758845538516667e-07
fasttext,mmm,arabic,2,LightGBM,0.9997500104162328,0.9997499838897956,0.8571428571428571,0.8493950453991493,79.9180965423584,,,600,82.60189175605774,0.0001604317022495,7.263756159143874,0.13766981959342955,2.6738617041583335e-07
fasttext,mmm,arabic,2,LogisticRegression,0.8689221282446564,0.8644293107396995,0.8431446069241345,0.8378071899700421,301.31749749183655,,,600,82.98823118209839,0.000161314580745,7.229940817553268,0.13831371863683065,2.68857634575e-07
fasttext,mmm,arabic,2,RandomForest,0.7681346610557893,0.7761546426526857,0.7477815273090863,0.7565184474475112,4.60397219657898,,,600,83.24936008453369,0.0001608380412993,7.207262607072817,0.13874893347422282,2.680634021655e-07
fasttext,mmm,arabic,2,XGBoost,0.9447523019874172,0.945949261292838,0.8315210598675166,0.8350271224845709,5.94831109046936,,,600,82.44068479537964,0.0001601432463624,7.2779599234191075,0.13740114132563272,2.66905410604e-07
fasttext,mmm,arabic,2,GaussianNB,0.5454772717803424,0.5710999879298716,0.544556930383702,0.5701949054566757,1.3354289531707764,,,600,82.48196840286255,0.0001601223930776,7.274317182507697,0.13746994733810425,2.668706551293333e-07
fasttext,mmm,arabic,2,linear,0.8151470588235294,0.7865338119312386,0.8043994500687414,0.7733464374721025,55.8445782661438,1802,21,600,83.15955376625061,0.0001615691881356,7.215045930699827,0.13859925627708436,2.69281980226e-07
fasttext,mmm,arabic,2,microffn,0.8652450980392157,0.8655646724444116,0.8115235595550556,0.8119384721738354,136.6255464553833,107690,16,600,82.57612776756287,0.0001602943922746,7.266022471880656,0.13762687961260478,2.6715732045766666e-07
fasttext,mmm,arabic,2,resmicro,0.831813725490196,0.8006894223511553,0.795400574928134,0.7498975269070453,132.02499508857727,468770,19,600,82.91010618209839,0.0001611396297957,7.2367534867486345,0.13818351030349732,2.685660496595e-07
fasttext,tfidfw,arabic,2,LightGBM,0.9997500104162328,0.9997499838897956,0.8558930133733283,0.847792138036751,37.85412406921387,,,600,82.73767352104187,0.0001607029048107,7.251835523842809,0.13789612253506978,2.678381746845e-07
fasttext,tfidfw,arabic,2,LogisticRegression,0.85008957960085,0.842774480767315,0.8408948881389826,0.8329602357377831,130.64626145362854,,,600,82.76585149765015,0.0001609378849988,7.249366606432303,0.13794308582941692,2.682298083313333e-07
fasttext,tfidfw,arabic,2,RandomForest,0.7908837131786176,0.7997033765888351,0.7591551056117986,0.7696893428203655,4.27291202545166,,,600,83.91041374206543,0.0001623935381282,7.1504831550986845,0.13985068957010904,2.706558968803333e-07
fasttext,tfidfw,arabic,2,XGBoost,0.9789175451022876,0.979145947754222,0.8395200599925009,0.8410232802632268,2.9688260555267334,,,600,83.0101010799408,0.0001613264657606,7.2280360124147425,0.138350168466568,2.6887744293433335e-07
fasttext,tfidfw,arabic,2,GaussianNB,0.5319361693262781,0.5510879717203733,0.5316835395575553,0.5512919065553288,0.3579602241516113,,,600,82.77537155151367,0.0001606717660074,7.248532851665926,0.1379589525858561,2.6778627667899996e-07
fasttext,tfidfw,arabic,2,linear,0.8104901960784314,0.778050529228451,0.8042744656917885,0.7703305662714175,22.13509011268616,602,24,600,82.50663304328918,0.0001602120740795,7.272142588647326,0.13751105507214864,2.6702012346583333e-07
fasttext,tfidfw,arabic,2,microffn,0.8599509803921569,0.8530583004845562,0.8443944506936633,0.8371493698354069,38.715643882751465,47298,17,600,82.44010734558105,0.0001601920746098,7.278010901718715,0.13740017890930176,2.669867910163333e-07
