FeatureFamily,FeatureVariant,Dataset,N_class,Model,AccuracyTrain,WeightedF1Train,AccuracyTest,WeightedF1Test,TrainingTime,NumParams,NumEpochs,data_pts,time_sec,energy_kwh,throughput,time_per_sample,energy_per_sample
WEFE-XLM-R-T,mean,merged,2,LightGBM,0.8994637308738879,0.8992509718665203,0.8746806843856084,0.8743920163469937,253.127188205719,,,5100,27.63725600001635,0.0002535255563457,184.53351519401863,0.005419069803924774,4.9710893401117643e-08
WEFE-XLM-R-T,mean,merged,2,LogisticRegression,0.8874099752869626,0.8872978244474965,0.8816744059310392,0.8815526962665394,8445.170365810394,,,5100,30.646899566985667,0.0003524332005205,166.41161331353624,0.006009195993526601,6.910454912166666e-08
WEFE-XLM-R-T,mean,merged,2,RandomForest,0.8415148751291474,0.8410460432274486,0.8179475243815212,0.8173717991152767,190.90170884132385,,,5100,29.45364494400565,0.0002695276371262,173.15344194905637,0.005775224498824637,5.28485562992549e-08
WEFE-XLM-R-T,mean,merged,2,XGBoost,0.8844353279113509,0.8843792407519564,0.861272266942177,0.8612053120272279,150.48327493667605,,,5100,26.743614880018868,0.000242714753863,190.69972488313076,0.005243846054905661,4.759112820843137e-08
WEFE-XLM-R-T,mean,merged,2,GaussianNB,0.6083608027763375,0.603062309528138,0.6091122742083811,0.6037695237440635,39.91994524002075,,,5100,26.22515856701648,0.0002397851580012,194.46974884698304,0.0051421879543169565,4.701669764729412e-08
WEFE-XLM-R-T,mean,merged,2,linear,0.8033018993935832,0.8031821054002495,0.8027793231076648,0.8026385638113085,1266.9567375183103,6146,16,5100,25.97188060102053,0.0002343971357682,196.36621923325808,0.005092525608043241,4.596022269964706e-08
WEFE-XLM-R-T,mean,merged,2,microffn,0.8901459496522676,0.8898241268922349,0.8758841494567376,0.8755308138150815,1947.055366039276,199010,26,5100,26.11157594801625,0.0002377017162083,195.31567187492786,0.0051199168525522054,4.660817964868627e-08
WEFE-XLM-R-T,mean,merged,2,resmicro,0.8661163501010695,0.8657207330834095,0.8590696987931289,0.8586510095547846,955.8176727294922,811394,18,5100,26.20074927399401,0.0002322064493652,194.65092187505073,0.005137401818430198,4.553067634611764e-08
WEFE-XLM-R-T,mmm,merged,2,LightGBM,0.9113093368352932,0.9111488934675702,0.8913929540526119,0.8911830422408483,390.0442035198212,,,5100,29.202801113016903,0.0002792962683275,174.64078121350892,0.005726039433924883,5.476397418186274e-08
WEFE-XLM-R-T,mmm,merged,2,LogisticRegression,0.8959706017037993,0.8958683356430642,0.8870445849748522,0.8869261708240982,14753.016190052032,,,5100,34.08014422998531,0.0003815148699408,149.647254001724,0.006682381221565747,7.480683724329411e-08
WEFE-XLM-R-T,mmm,merged,2,RandomForest,0.9868373745898508,0.9868414126564964,0.8470236946377684,0.8462617731565776,299.0540130138397,,,5100,32.322320775012486,0.0002939472704321,157.78569971815492,0.006337709955884801,5.763671969256863e-08
WEFE-XLM-R-T,mmm,merged,2,XGBoost,0.9105978435698796,0.9105803086256388,0.8812543285005506,0.8812277987798317,235.19194054603577,,,5100,29.38177115598228,0.0002664215186013,173.57701048466623,0.005761131599212211,5.223951345123529e-08
WEFE-XLM-R-T,mmm,merged,2,GaussianNB,0.6075282042742579,0.6033650623631559,0.6079428694694535,0.603803325768617,59.32714009284973,,,5100,29.136499748041388,0.0002810647351071,175.03818386224762,0.005713039166282625,5.511073237394118e-08
WEFE-XLM-R-T,mmm,merged,2,linear,0.8575989100526273,0.8579091922658486,0.8534610974239035,0.8537813902962424,1852.4819955825808,9218,16,5100,28.987499971000943,0.00028187474843,175.93790444508954,0.005683823523725675,5.5269558515686274e-08
WEFE-XLM-R-T,mmm,merged,2,microffn,0.8491616131933499,0.8440926837129888,0.8395985422177817,0.8339581632143762,1002.2516627311708,522986,16,5100,29.09861263795756,0.0002772314217527,175.26608788720486,0.005705610321168149,5.435910230445098e-08
WEFE-XLM-R-T,mmm,merged,2,resmicro,0.9153687922421392,0.9154241720107824,0.894390263286368,0.8944793869665969,1007.6879787445068,1806914,21,5100,29.136957176961005,0.0002787336160147,175.03543589076764,0.005713128858227648,5.465365019896078e-08
WEFE-XLM-R-T,tfidfw,merged,2,LightGBM,0.9133984021677838,0.9132533837647064,0.8771784420804051,0.8769362992779961,272.8320348262787,,,5100,26.45569423597772,0.0002337504836192,192.77513394694404,0.005187391026662298,4.5833428160627445e-08
