embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date,mdata
mDeBERTa-T,chinese,-1,KMeans,reg,mean,1500,32.56390404701233,9.860421323367678e-05,2025-09-16 08:20:58.082172,NA
mDeBERTa-T,chinese,-1,KMeans,reg,mmm,1500,32.26955199241638,9.678753344321672e-05,2025-09-16 08:21:30.356328,NA
XLM-R-T,chinese,-1,KMeans,reg,mean,1500,28.163465976715088,6.361322124350452e-05,2025-09-16 08:21:58.524129,NA
XLM-R-T,chinese,-1,KMeans,reg,mmm,1500,28.289647340774536,6.352514130157755e-05,2025-09-16 08:22:26.818228,NA
BGE-M3-S,chinese,-1,KMeans,reg,mean,1500,88.95500636100769,0.00031327429001477115,2025-09-16 08:23:55.777603,NA
BGE-M3-S,chinese,-1,KMeans,reg,mmm,1500,88.42616009712219,0.00031364368106922105,2025-09-16 08:25:24.216738,NA
MiniLM-S,chinese,-1,KMeans,reg,mean,1500,46.67265725135803,0.00010187899903860872,2025-09-16 08:26:10.893707,NA
MiniLM-S,chinese,-1,KMeans,reg,mmm,1500,46.43929576873779,0.00010071735294137525,2025-09-16 08:26:57.337403,NA
mE5-S,chinese,-1,KMeans,reg,mean,1500,47.18803334236145,0.0001013915078229103,2025-09-16 08:27:44.529927,NA
mE5-S,chinese,-1,KMeans,reg,mmm,1500,46.93701362609863,0.00010005468683494162,2025-09-16 08:28:31.471646,NA
MPNet-S,chinese,-1,KMeans,reg,mean,1500,65.07315421104431,0.0001542022820272961,2025-09-16 08:29:36.549767,NA
MPNet-S,chinese,-1,KMeans,reg,mmm,1500,71.14496850967407,0.00016057728255520684,2025-09-16 08:30:47.699198,NA
mBERT-T,chinese,-1,KMeans++,reg,mean,1500,27.22046422958374,6.028324661510961e-05,2025-09-16 08:31:14.931951,NA
mBERT-T,chinese,-1,KMeans++,reg,mmm,1500,27.197035789489746,6.00735050697965e-05,2025-09-16 08:31:42.133578,NA
mT5-T,chinese,-1,KMeans++,reg,mean,1500,37.88291835784912,8.585489852798037e-05,2025-09-16 08:32:20.022973,NA
